_id,AfterCount,AfterCountStr,AverageScore,GoodRate,CommentCount,cn,product_category,product_detail,product_detail_url,product_id,product_price,product_shop_name,product_shop_url,type
136358 ,2080,2000+,5,0.96,617173,jd,音响,"漫步者（EDIFIER） R10U 2.0声道 多媒体音箱 音响 电脑音箱 黑色
								【JD自营】百元内畅销桌面小音箱，USB供电，使用方便，造型小巧！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/136358.html,136358,￥79.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
136360 ,2497,2400+,5,0.97,654094,jd,音响,"漫步者（EDIFIER） R101V 2.1声道多媒体音箱 音响 电脑音箱 黑色
								【JD自营】入门级2.1多媒体音箱，JD月销过万，累计评价远超50W！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/136360.html,136360,￥139.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
311349 ,224,200+,5,0.97,45324,jd,双肩包,"京东超市	
瑞士军刀威戈(Wenger)15.6英寸简约休闲笔记本电脑包双肩书包背包男女黑色SAB87610109037
								瑞士军刀威戈(Wenger)15.6英寸简约休闲笔记本电脑包双肩书包背包男女黑色SAB87610109037",//item.jd.com/311349.html,311349,￥97.00,威戈京东自营旗舰店,//mall.jd.com/index-1000001101.html?from=pc,包
316916 ,324,300+,5,0.97,311052,jd,鸭脖,"京东超市	
周黑鸭 卤鸭脖 休闲零食麻辣小吃武汉特产 真空小包装140g
								周黑鸭 卤鸭脖 休闲零食麻辣小吃武汉特产 真空小包装140g",//item.jd.com/316916.html,316916,￥14.90,周黑鸭京东自营旗舰店,//mall.jd.com/index-1000093247.html?from=pc,食品
318682 ,527,500+,5,0.99,250687,jd,瓜子,"京东超市	
正林  休闲食品   坚果炒货 3A黑瓜子500g/袋
								正林  休闲食品   坚果炒货 3A黑瓜子500g/袋",//item.jd.com/318682.html,318682,￥32.90,正林京东自营旗舰店,//mall.jd.com/index-1000092489.html?from=pc,食品
320620 ,1303,1300+,5,0.96,305981,jd,音响,"漫步者（EDIFIER） R201T北美 2.1声道 多媒体音箱 音响 电脑音箱 黑色
								【JD自营】经典R201系列，畅销多年，性价比优越！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/320620.html,320620,￥239.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
338860 ,168,100+,5,0.94,39617,jd,音响,"漫步者（EDIFIER） M16  桌面音响音箱 家用电脑音响 USB接口 桌面游戏音响
								【JD自营】铝合金箱体小巧便携，集成USB声卡，单键音量调节，操作简便！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/338860.html,338860,￥219.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
389561 ,375,300+,5,0.97,107280,jd,钱包,"七匹狼钱包男士长款 头层牛皮时尚多功能商务休闲两折钱夹耐磨百搭 3A1310179黑色520情人节礼物
								【七匹狼男包优选品质，520品牌闪购特卖】5月17日-5月19,满99减15,满199减30,满399减60点击查看！",//item.jd.com/389561.html,389561,￥125.00,七匹狼京东自营旗舰店,//mall.jd.com/index-1000001212.html?from=pc,包
389582 ,891,800+,5,0.97,331775,jd,钱包,"七匹狼钱包 横款两折钱夹皮夹多功能票夹短款零钱夹男 3A1310185黑色520情人节礼物
								【七匹狼男包优选品质，520品牌闪购特卖】5月17日-5月19,满99减15,满199减30,满399减60点击查看！",//item.jd.com/389582.html,389582,￥89.00,七匹狼京东自营旗舰店,//mall.jd.com/index-1000001212.html?from=pc,包
428946 ,516,500+,5,0.97,108555,jd,音响,"漫步者（EDIFIER） R18T 2.0声道 木质多媒体音响音箱   电脑音响   黑色
								【JD自营】身形小巧，音质出色，桌面精灵，性价比出众！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/428946.html,428946,￥119.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
495359 ,1886,1800+,5,0.99,1363795,jd,薯片,"京东超市	
Orion 好丽友 休闲零食 薯片 非油炸 薯愿三连罐312g/组（104g*3薯片）（新老包装随机发货）
								Orion 好丽友 休闲零食 薯片 非油炸 薯愿三连罐312g/组（104g*3薯片）（新老包装随机发货）",//item.jd.com/495359.html,495359,￥19.90,好丽友京东自营旗舰店,//mall.jd.com/index-1000007923.html?from=pc,食品
526472 ,914,900+,5,0.98,380249,jd,粉底,"京东超市	
谜尚（MISSHA）红BB魅力润颜修容霜SPF42/PA+++[21号]50ml（气垫bb霜女粉底液遮瑕防晒霜）
								经典爆款“红BB”底价钜惠！满89元立减20元，到手价69元！【点击立即抢购】(此商品不参加上述活动)",//item.jd.com/526472.html,526472,￥89.00,谜尚京东自营官方旗舰店,//mall.jd.com/index-1000002483.html?from=pc,美妆
567895 ,482,400+,5,0.97,66873,jd,音响,"哈曼卡顿 Harman Kardon SoundSticks III 水晶3代音响 电脑/电视音箱/音响 室内桌面音响 多媒体低音炮
								【哈曼卡顿品牌爆款：音乐琉璃2代】下单赠硅胶防尘盖
【高保真音响】360环绕立体声,温和呼吸灯，一键免提通话
【JD自营】现货发售，即可拥有咨询客服有礼",//item.jd.com/567895.html,567895,￥848.00,哈曼卡顿京东自营旗舰店,//mall.jd.com/index-1000000323.html?from=pc,电子产品
654218 ,1530,1500+,5,0.95,514485,jd,耳机,"漫步者（EDIFIER）K800 头戴式游戏耳机 电脑耳机耳麦 绝地求生耳机 吃鸡耳机 办公教育 学习培训 黑色
								【JD自营】漫步者百元内高性价比明星耳麦，音质清晰，累计好评远超30W!爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/654218.html,654218,￥69.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
721529 ,158,100+,5,0.98,57114,jd,眉笔,"植村秀（Shu-uemura）砍刀眉笔 02#灰棕色 3.4g（老包装随机发货）人气色 适合多种发色
								【520礼物，自营品质，正品保证】欧莱雅旗下品牌,洁颜世家植村秀全场满2件8折优惠猛戳抢购",//item.jd.com/721529.html,721529,￥190.00,植村秀（Shu-uemura）京东自营专区,//mall.jd.com/index-1000081849.html?from=pc,美妆
732327 ,480,400+,5,0.95,119425,jd,音响,"飞利浦（PHILIPS）SPA2100 音箱音响台式电脑手机多媒体笔记本低音炮音响便携迷你游戏收钱吧上课用音响
								新品发售，蓝牙桌面小音箱，晒单返京豆，限量前500名更多惊喜由此进入",//item.jd.com/732327.html,732327,￥99.00,飞利浦（PHILIPS）数码影音京东自营旗舰店,//mall.jd.com/index-1000181445.html?from=pc,电子产品
732805 ,561,500+,5,0.97,160938,jd,音响,"飞利浦（PHILIPS）SPA20  音箱音响家用电脑台式usb笔记本多媒体重低音小音箱桌面游戏收钱吧上课用音响
								新品发售，蓝牙桌面小音箱，晒单返京豆，限量前500名更多惊喜由此进入",//item.jd.com/732805.html,732805,￥69.00,飞利浦（PHILIPS）数码影音京东自营旗舰店,//mall.jd.com/index-1000181445.html?from=pc,电子产品
818271 ,1888,1800+,5,0.98,272562,jd,冰箱,"康佳（KONKA）192升 三门小冰箱 家用小型 电冰箱 软冷冻室 节能保鲜 静音省电（银色）BCD-192MT
								【康佳40周年庆典】工厂放价价创新低！
【三门小冰箱】7档控温，内置软冷冻
【购机抽旅游卡】咨询客服领取优惠券【猛戳链接】",//item.jd.com/818271.html,818271,￥898.00,康佳冰箱洗衣机京东自营旗舰店,//mall.jd.com/index-1000001700.html?from=pc,家电
831075 ,1698,1600+,5,0.98,273258,jd,冰箱,"康佳（KONKA）170升 双门小型电冰箱 金属面板 静音 家用两门  寝室用电冰箱 （银色）BCD-170TA
								【康佳40周年庆典】工厂放价价创新低！
【居家/租房/酒店/办公室小冰箱】节能静音保鲜
【购机抽旅游卡】咨询客服领取优惠券【猛戳链接】",//item.jd.com/831075.html,831075,￥798.00,康佳冰箱洗衣机京东自营旗舰店,//mall.jd.com/index-1000001700.html?from=pc,家电
859518 ,246,200+,5,0.99,274183,jd,薯片,"京东超市	
旺旺 浪味仙 膨化食品 零食薯片 蔬菜味70g
								【517吃货盛宴】味你而来，美味挡不住，爆款零食满199减100。点我把美食和幸福装进口袋~",//item.jd.com/859518.html,859518,￥6.90,旺旺京东自营旗舰店,//mall.jd.com/index-1000079565.html?from=pc,食品
885013 ,1395,1300+,5,0.99,788524,jd,瓜子,"京东超市	
洽洽 五香香瓜子 经典包装葵花籽 休闲零食小吃 308g
								洽洽 五香香瓜子 经典包装葵花籽 休闲零食小吃 308g",//item.jd.com/885013.html,885013,￥9.90,洽洽京东自营旗舰店,//mall.jd.com/index-1000015463.html?from=pc,食品
885023 ,1510,1500+,5,0.99,666177,jd,瓜子,"京东超市	
洽洽 五香香瓜子 经典包装葵花籽 休闲零食小吃 160g
								洽洽 五香香瓜子 经典包装葵花籽 休闲零食小吃 160g",//item.jd.com/885023.html,885023,￥5.90,洽洽京东自营旗舰店,//mall.jd.com/index-1000015463.html?from=pc,食品
885025 ,328,300+,5,0.99,200380,jd,瓜子,"京东超市	
洽洽 原香瓜子 原味葵花籽 休闲零食小吃 285g
								洽洽 原香瓜子 原味葵花籽 休闲零食小吃 285g",//item.jd.com/885025.html,885025,￥11.90,洽洽京东自营旗舰店,//mall.jd.com/index-1000015463.html?from=pc,食品
885039 ,496,400+,5,0.98,190904,jd,瓜子,"京东超市	
沙土多味葵瓜子500g/袋 坚果炒货办公休闲零食小吃每日坚果葵花籽
								沙土多味葵瓜子500g/袋 坚果炒货办公休闲零食小吃每日坚果葵花籽",//item.jd.com/885039.html,885039,￥10.90,加州原野京东自营旗舰店,//mall.jd.com/index-1000079262.html?from=pc,食品
943416 ,472,400+,5,0.99,177186,jd,可乐,"可口可乐 Coca-Cola 汽水 碳酸饮料 500/600ml*24瓶 整箱装 可口可乐公司出品 新老包装随机发货
								缤纷水饮，低至5折快来",//item.jd.com/943416.html,943416,￥69.90,可口可乐京东自营旗舰店,//mall.jd.com/index-1000014286.html?from=pc,食品
943440 ,983,900+,5,0.99,280305,jd,可乐,"可口可乐 Coca-Cola 汽水 碳酸饮料 2L*6瓶 可口可乐公司出品
								缤纷水饮，低至5折快来",//item.jd.com/943440.html,943440,￥39.00,可口可乐京东自营旗舰店,//mall.jd.com/index-1000014286.html?from=pc,食品
963181 ,2453,2400+,5,0.99,1801833,jd,薯片,"京东超市	
乐事（Lay’s）无限薯片 休闲零食 104g*3组合装（原味+烤肉+番茄）百事食品
								乐事（Lay’s）无限薯片 休闲零食 104g*3组合装（原味+烤肉+番茄）百事食品",//item.jd.com/963181.html,963181,￥19.90,乐事京东自营旗舰店,//mall.jd.com/index-1000010322.html?from=pc,食品
990705 ,1867,1800+,5,0.98,244730,jd,冰箱,"创维 (SKYWORTH) 160升 冰箱小型双门两门 家用宿舍租房老人 匀冷微霜 除菌率99.99% 省电静音 BCD-160
								【创维冰洗钜惠】限时抢购价769元
【晒单送6年电子保修卡】四维匀冷不易结霜
【好评150000+】人气热销小型冰箱【178升风冷双门仅999】",//item.jd.com/990705.html,990705,￥769.00,创维冰箱洗衣机自营旗舰店,//mall.jd.com/index-1000007373.html?from=pc,家电
1133491 ,2353,2300+,5,0.98,1205238,jd,眉笔,"京东超市	
玛丽黛佳（MARIEDALGAR）自然生动眉笔自营送替换装 05 棕色(彩妆 防水配方 不易脱色 自然持久 )
								【甜蜜520】玛丽黛佳妆容节爆款眉笔立享8折，骑士口红第二件半价/部分满199减100/满99元选3件/超值特惠等你来抢更多优惠，请点击》",//item.jd.com/1133491.html,1133491,￥42.00,玛丽黛佳京东自营旗舰店,//mall.jd.com/index-1000002502.html?from=pc,美妆
1133511 ,2353,2300+,5,0.98,1205238,jd,眉笔,"京东超市	
玛丽黛佳（MARIEDALGAR）自然生动眉笔自营送替换装 03 深咖(彩妆 防水配方 不易脱色 自然持久)
								【甜蜜520】玛丽黛佳妆容节爆款眉笔立享8折，骑士口红第二件半价/部分满199减100/满99元选3件/超值特惠等你来抢更多优惠，请点击》",//item.jd.com/1133511.html,1133511,￥42.00,玛丽黛佳京东自营旗舰店,//mall.jd.com/index-1000002502.html?from=pc,美妆
1133512 ,2353,2300+,5,0.98,1205238,jd,眉笔,"京东超市	
玛丽黛佳（MARIEDALGAR）自然生动眉笔自营送替换装 04 灰色(彩妆 防水配方 不易脱色 自然持久)
								【甜蜜520】玛丽黛佳妆容节爆款眉笔立享8折，骑士口红第二件半价/部分满199减100/满99元选3件/超值特惠等你来抢更多优惠，请点击》",//item.jd.com/1133512.html,1133512,￥42.00,玛丽黛佳京东自营旗舰店,//mall.jd.com/index-1000002502.html?from=pc,美妆
1178445 ,503,500+,5,0.97,101092,jd,行李箱,"京东超市	
美旅拉杆箱  行李箱经典简约商务防泼水万向轮密码锁登机旅行箱 软箱21英寸大容量可扩展26B黑色
								美旅箱包（AmericanTourister）国际知名，过硬品质出行更有范，更多优惠，更多款式点此查看！",//item.jd.com/1178445.html,1178445,￥229.00,美旅京东自营旗舰店,//mall.jd.com/index-1000001419.html?from=pc,包
1187201 ,881,800+,5,0.97,111685,jd,音响,"漫步者（EDIFIER） R1700BT 4英寸2.0电脑音响  多媒体音响 蓝牙音箱引领者 音响 音箱
								【3期免息】梯形结构设计，功率强劲，蓝牙4.0，独立遥控！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/1187201.html,1187201,￥529.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
1261881 ,1923,1900+,5,0.96,413079,jd,耳机,"纽曼（Newmine）NM-LK06 全兼容线控音乐手机耳机 白色
								双音孔舒适入耳 线控耳机 可制式切换 降噪麦克 高品质振膜Hi-Fi音质 兼容性强。",//item.jd.com/1261881.html,1261881,￥9.90,纽曼影音京东自营旗舰店,//mall.jd.com/index-1000003883.html?from=pc,电子产品
1278087 ,1081,1000+,5,0.99,862910,jd,鸭脖,"京东超市	
百草味 甜辣鸭脖 休闲零食特产鸭肉网红熟食卤味小吃 甜辣味鸭脖子170g/袋
								【百草味吃货嘉年华】自营急速达，更多优惠抢不停！满减专区满199减120,立即抢购》",//item.jd.com/1278087.html,1278087,￥26.90,百草味京东自营旗舰店,//mall.jd.com/index-1000003685.html?from=pc,食品
1289035 ,389,300+,5,0.98,84506,jd,粉底,"【520礼物】雅诗兰黛（Estee Lauder）沁水粉底液 SPF20/PA+++ 61 30ml(亮肤保湿 遮瑕 送女友)
								【自营品质，正品保证】雅诗兰黛部分产品低至499减150，抵御肌肤初老迹象，柔润细嫩透出好气色。点击查看吧~",//item.jd.com/1289035.html,1289035,￥600.00,雅诗兰黛京东自营专区,//mall.jd.com/index-1000003270.html?from=pc,美妆
1406293 ,288,200+,5,0.98,50854,jd,挎包,稻草人(MEXICAN)男包男士单肩包头层牛皮竖款商务休闲单肩斜挎包小方包MMBD02190355黑色,//item.jd.com/1406293.html,1406293,￥188.00,稻草人京东自营旗舰店,//mall.jd.com/index-1000001048.html?from=pc,包
1451400 ,3508,3500+,5,0.98,600113,jd,洗衣机,TCL 5.5公斤 全自动波轮小型洗衣机 一键脱水 24小时预约 洗衣机小型便捷（亮灰色）XQB55-36SP,//item.jd.com/1451400.html,1451400,￥599.00,TCL冰箱洗衣机京东自营旗舰店,//mall.jd.com/index-1000000953.html?from=pc,家电
1500761 ,1256,1200+,5,0.97,350284,jd,口红,"【520礼物】纪梵希小羊皮口红306#3.4g(又名：高定香榭唇膏N306 斩男番茄红）新老包装随机发货
								【自营品质，正品保证】5.18日8点开抢，纪梵希斩男番茄红小羊皮306#秒杀底价279元，限时24小时！速来抢购",//item.jd.com/1500761.html,1500761,￥279.00,纪梵希（Givenchy）京东自营专区,//mall.jd.com/index-1000081944.html?from=pc,美妆
1560207 ,5302,5300+,5,0.98,460121,jd,冰箱,"海尔（Haier）258升 风冷无霜三门冰箱 中门5℃~-18℃变温 TABT杀菌 3D立体环绕风 BCD-258WDPM
								【下单瓜分1000万个京豆，立即抢购！】到手价不高于2099，三门爆款
*中门宽幅变温区，冷藏冷冻自由切换！【星蕴母婴新品上市】",//item.jd.com/1560207.html,1560207,"￥1,999.00",海尔京东自营旗舰店,//mall.jd.com/index-1000001782.html?from=pc,家电
1591273 ,4313,4300+,5,0.99,463544,jd,冰箱,"海尔（Haier） 201升 小型三门冰箱 中门软冷冻 节能静音 时尚外观 BCD-201STPA
								【下单瓜分1000万个京豆，立即抢购！】到手价1288
*007软冷冻即时切，零解冻时间，零时差保鲜。【星蕴母婴新品上市】",//item.jd.com/1591273.html,1591273,"￥1,288.00",海尔京东自营旗舰店,//mall.jd.com/index-1000001782.html?from=pc,家电
1666699 ,2080,2000+,5,0.96,617174,jd,音响,"漫步者（EDIFIER）R12U 外观时尚、音质纯正的入门级微型2.0桌面音响 笔记本音箱 电脑音箱 黑色
								【JD自营】小箱体大功率，USB供电，三色可选！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/1666699.html,1666699,￥89.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
1686632 ,2762,2700+,5,0.97,673039,jd,行李箱,"梵地亚（Vantiiear）万向轮拉杆箱耐磨抗摔24英寸旅行箱男女行李箱登机箱密码箱 银色
								梵地亚（Vantiiear）万向轮拉杆箱耐磨抗摔24英寸旅行箱男女行李箱登机箱密码箱 银色",//item.jd.com/1686632.html,1686632,￥188.00,梵地亚京东自营旗舰店,//mall.jd.com/index-1000007532.html?from=pc,包
1690400 ,1661,1600+,5,0.99,1328839,jd,鸭脖,"京东超市	
良品铺子高端零食 甜辣鸭脖肉类网红零食麻辣鸭脖子休闲零食小吃190g*1
								【良品铺子·好物正开抢】【自营·急速达】【10万份爆款第2件0元】戳我抢,抢,抢！",//item.jd.com/1690400.html,1690400,￥19.90,良品铺子京东自营旗舰店,//mall.jd.com/index-1000006804.html?from=pc,食品
1787111 ,3385,3300+,5,0.98,431192,jd,冰箱,"TCL 118升 小型双门电冰箱 LED照明 迷你小冰箱  冰箱小型便捷  节能静音（芭蕾白）BCD-118KA9
								【TCL冰洗钜惠盛典】【6年经典评价42万+口碑力荐】居家/租房必备小冰箱！节能低噪！环保内胆！LED照明告别昏黄灯光【戳抢爆款201升冰箱秒杀底价仅889】",//item.jd.com/1787111.html,1787111,￥699.00,TCL冰箱洗衣机京东自营旗舰店,//mall.jd.com/index-1000000953.html?from=pc,家电
1898868 ,111,100+,5,0.98,19533,jd,电脑包,"新秀丽电脑包15.6英寸男女双肩背包书包 Samsonite 商务背包旅行包36B 黑色
								新秀丽电脑包15.6英寸男女双肩背包书包 Samsonite 商务背包旅行包36B 黑色",//item.jd.com/1898868.html,1898868,￥549.00,新秀丽背包京东自营旗舰店,//mall.jd.com/index-1000017326.html?from=pc,包
1934100 ,116,100+,5,0.99,54877,jd,眉笔,"京东超市	
欧莱雅（LOREAL）眉笔大师三头塑形眉笔 深棕 0.3+0.25g（ 不脱色不晕染 自然持久）【520情人节礼物】
								【欧莱雅】眉笔大师三头塑形眉笔爆款价格120元，两件立减60元！更有第二件半价优惠！壕礼加赠送完为止！全场爆款直降火热抢购中！详情速戳~",//item.jd.com/1934100.html,1934100,￥119.00,欧莱雅京东自营官方旗舰店,//mall.jd.com/index-1000002662.html?from=pc,美妆
1941430 ,117,100+,5,0.99,84297,jd,眉笔,"京东国际	
日本进口 资生堂（Shiseido）防水持久不晕染自然流畅六角眉笔 1.2g/支 4#灰色
								【满199减100】资生堂自营爆款洁面，深层清洁，温和保湿，一支必入的洗面奶。点击进入",//item.jd.com/1941430.html,1941430,￥29.90,资生堂海外京东自营专区,//mall.jd.com/index-1000286103.html?from=pc,美妆
1941561 ,246,200+,5,0.99,207964,jd,眉笔,"京东国际	
日本进口 资生堂(SHISEIDO) 六角眉笔 02号深咖色 1.2g/支 柔滑细腻 防水防汗 自然流畅
								日本进口 资生堂(SHISEIDO) 六角眉笔 02号深咖色 1.2g/支 柔滑细腻 防水防汗 自然流畅",//item.jd.com/1941561.html,1941561,￥29.90,资生堂海外京东自营专区,//mall.jd.com/index-1000286103.html?from=pc,美妆
1941563 ,135,100+,5,0.99,93718,jd,眉笔,"京东国际	
日本进口 资生堂(SHISEIDO) 六角眉笔 03号浅咖色 1.2g/支 柔滑细腻 防水防汗 自然流畅
								【满199减100】资生堂自营爆款洁面，深层清洁，温和保湿，一支必入的洗面奶。点击进入",//item.jd.com/1941563.html,1941563,￥29.90,资生堂海外京东自营专区,//mall.jd.com/index-1000286103.html?from=pc,美妆
1981570 ,350,300+,5,0.98,75828,jd,钱包,"金利来（Goldlion）男士钱包礼盒头层牛皮横款两折票夹商务钱夹短款皮夹男士礼物 黑 A721001-211 520礼物送男友送老公送父亲
								金利来（Goldlion）男士钱包礼盒头层牛皮横款两折票夹商务钱夹短款皮夹男士礼物 黑 A721001-211 520礼物送男友送老公送父亲",//item.jd.com/1981570.html,1981570,￥189.00,金利来箱包京东自营旗舰店,//mall.jd.com/index-1000007653.html?from=pc,包
1990979 ,146,100+,5,0.99,121088,jd,遮暇,"得鲜（The saem） 轻薄服帖保湿遮瑕液  1.5#自然色 6.5g/支 一键磨皮  丝滑无痕
								得鲜（The saem） 轻薄服帖保湿遮瑕液  1.5#自然色 6.5g/支 一键磨皮  丝滑无痕",//item.jd.com/1990979.html,1990979,￥42.00,the saem得鲜海外自营旗舰店,//mall.jd.com/index-1000094376.html?from=pc,美妆
2001495 ,1298,1200+,5,0.98,246695,jd,行李箱,自营推荐★★爱华仕登机拉杆箱20寸男女大容量旅行箱海关密码锁,//item.jd.com/2001495.html,2001495,￥339.00,爱华仕箱包京东自营旗舰店,//mall.jd.com/index-1000003535.html?from=pc,包
2047631 ,735,700+,5,0.99,271350,jd,瓜子,"京东超市	
洽洽 原香瓜子 葵花籽 休闲零食小吃 500g
								洽洽 原香瓜子 葵花籽 休闲零食小吃 500g",//item.jd.com/2047631.html,2047631,￥24.90,洽洽京东自营旗舰店,//mall.jd.com/index-1000015463.html?from=pc,食品
2089912 ,1613,1600+,5,0.97,292032,jd,耳机,"漫步者（EDIFIER）H230P 有线耳机入耳式 笔记本电脑耳机  通用苹果华为小米手机 网课办公麦克风 音乐耳机
								【JD自营】漫步者爆款手机耳机，外观出众，兼容通话，月销过万！爆款真无线蓝牙耳机限时秒杀197元(此商品不参加上述活动)",//item.jd.com/2089912.html,2089912,￥69.00,漫步者京东自营旗舰店,//mall.jd.com/index-1000000187.html?from=pc,电子产品
2099278 ,1037,1000+,5,0.99,1258619,jd,薯片,"京东超市	
良品铺子 小米锅巴五香味90后饼干薯片零食休闲零食食品小吃90g
								【良品铺子·好物正开抢】【自营·急速达】【专区满199立减120】立即抢购》》",//item.jd.com/2099278.html,2099278,￥9.90,良品铺子京东自营旗舰店,//mall.jd.com/index-1000006804.html?from=pc,食品
2209200 ,690,600+,5,0.99,538722,jd,薯片,"京东超市	
Orion 好丽友 休闲零食 薯片 好友趣多汁牛排味125g/袋
								Orion 好丽友 休闲零食 薯片 好友趣多汁牛排味125g/袋",//item.jd.com/2209200.html,2209200,￥15.90,好丽友京东自营旗舰店,//mall.jd.com/index-1000007923.html?from=pc,食品
2209773 ,690,600+,5,0.99,538722,jd,薯片,"京东超市	
Orion 好丽友 休闲零食 好友趣韩国泡菜味 膨化 薯片125g/袋
								Orion 好丽友 休闲零食 好友趣韩国泡菜味 膨化 薯片125g/袋",//item.jd.com/2209773.html,2209773,￥15.90,好丽友京东自营旗舰店,//mall.jd.com/index-1000007923.html?from=pc,食品
2209781 ,439,400+,5,0.99,405908,jd,薯片,"京东超市	
Orion 好丽友 休闲零食 膨化薯条薯片  呀!土豆番茄酱味130g/袋（新老包装随机发放）
								Orion 好丽友 休闲零食 膨化薯条薯片  呀!土豆番茄酱味130g/袋（新老包装随机发放）",//item.jd.com/2209781.html,2209781,￥15.90,好丽友京东自营旗舰店,//mall.jd.com/index-1000007923.html?from=pc,食品
2244964 ,856,800+,5,0.98,201535,jd,音响,"飞利浦（PHILIPS）SPA311 音箱台式电脑音响家用usb多媒体迷你便携小音箱桌面游戏辩位上课听书
								新品发售，蓝牙桌面小音箱，晒单返京豆，限量前500名更多惊喜由此进入",//item.jd.com/2244964.html,2244964,￥119.00,飞利浦（PHILIPS）数码影音京东自营旗舰店,//mall.jd.com/index-1000181445.html?from=pc,电子产品
2297172 ,788,700+,5,0.98,415804,jd,辣条,"京东超市	
宇仔 网红休闲零食 素大刀肉 怀旧麻辣小吃 辣条面筋糕点 258g
								【糖果巧克力】甜蜜食足浪漫告白，领169减30优惠券获得甜蜜，点击购买",//item.jd.com/2297172.html,2297172,￥6.80,宇仔京东自营旗舰店,//mall.jd.com/index-1000111382.html?from=pc,食品
2326274 ,659,600+,5,0.98,267170,jd,眉笔,"京东超市	
美宝莲 MAYBELLINE 双头三角眉笔眉粉-棕色 适合深棕发色（防水防汗防晕染不易脱色 眉粉）【520情人节礼物】
								【520礼在京东】美宝莲爆款眉笔，一笔双头，无限眉型！搭配美宝莲经典热卖眼线液笔，小金笔，画出精致的眼部妆容，打包带走，更有2件75折立刻囤货",//item.jd.com/2326274.html,2326274,￥89.00,美宝莲京东自营官方旗舰店,//mall.jd.com/index-1000002522.html?from=pc,美妆
2442814 ,279,200+,5,0.99,162066,jd,眉笔,"悦诗风吟 Innisfree 眉妆大师三角形自动眉笔3号 深棕色0.25g  新老包装交替发货自然不晕染初学者扁平笔头
								【专属520】#甜蜜悦颜，让TA怦然心动#，京东与设计师联名定制限量丝巾，更有爆款买1赠1，满99再赠爱心礼，折上满300减30福利加码，购物车领取速抢！！",//item.jd.com/2442814.html,2442814,￥45.00,悦诗风吟京东自营官方旗舰店,//mall.jd.com/index-1000014041.html?from=pc,美妆
2478353 ,1115,1100+,5,0.98,814137,jd,薯片,"京东超市	
品客（Pringles）薯片110g*3 分享装（原味+洋葱味+烧烤味）（新老包装随机发货）
								品客（Pringles）薯片110g*3 分享装（原味+洋葱味+烧烤味）（新老包装随机发货）",//item.jd.com/2478353.html,2478353,￥21.50,品客京东自营旗舰店,//mall.jd.com/index-1000091811.html?from=pc,食品
2717933 ,475,400+,5,0.98,123202,jd,钱包,"花花公子playboy钱包男士短款钱包多功能钱夹头层牛皮革横款多卡位休闲男皮夹 黑色 520情人节礼物 送礼品袋
								花花公子playboy钱包男士短款钱包多功能钱夹头层牛皮革横款多卡位休闲男皮夹 黑色 520情人节礼物 送礼品袋",//item.jd.com/2717933.html,2717933,￥59.00,花花公子箱包京东自营旗舰店,//mall.jd.com/index-1000001238.html?from=pc,包
2788652 ,6262,6200+,5,0.99,199072,jd,冰箱,"美的(Midea)655升 对开门双门冰箱双变频风冷无霜一级能效节能省电家用智能大容量 BCD-655WKPZM(E)
								【每满300减30,领券立减到手3299,21点起前5名返500元京豆】【18点-22点购冰冷瓜分5万元京豆】晒单送3年延保,精细分储不串味【果润系列新品上市】",//item.jd.com/2788652.html,2788652,"￥3,659.00",美的京东自营官方旗舰店,//mall.jd.com/index-1000282702.html?from=pc,家电
2833305 ,7513,7500+,5,0.99,452953,jd,洗衣机,"海尔（Haier) 8KG变频滚筒洗衣机全自动 防霉抗菌窗垫 防菌率99% EG8012B39SU1
								【618提前购！到手价1799】44万+用户评价爆款！90度烫烫净，高温煮洗杀菌，双喷淋除泡沫！防止细菌滋生！更多推荐",//item.jd.com/2833305.html,2833305,"￥1,799.00",海尔京东自营旗舰店,//mall.jd.com/index-1000001782.html?from=pc,家电
